Customer ID,recency,frequency,monetary,segment
13833,173,2,440.26,about_to_sleep
13834,591,3,165.0,at_risk
13835,39,8,813.17,loyal_customers
13836,413,3,443.93,at_risk
13837,226,2,226.23999999999998,hibernating
13838,20,10,1662.44,champions
13839,500,1,139.95,hibernating
13840,430,1,579.8000000000002,hibernating
13842,73,19,4217.1900000000005,loyal_customers
13843,395,1,244.15,hibernating
13844,25,1,345.12,new_customers
13845,79,1,157.86,about_to_sleep
13846,39,5,1152.49,loyal_customers
13847,734,1,221.92000000000004,hibernating
13849,66,5,2812.4900000000002,loyal_customers
13850,102,2,1470.31,about_to_sleep
13851,110,7,3097.18,loyal_customers
13852,621,2,170.45000000000002,hibernating
13853,23,2,514.0999999999999,potential_loyalists
13854,23,43,4291.87,champions
13855,515,5,1129.4499999999998,at_risk
13856,183,14,436.52,loyal_customers
13857,407,7,880.3799999999999,at_risk
13858,71,1,182.67,promising
13859,340,2,253.90999999999997,hibernating
13860,15,6,1101.03,champions
13861,443,3,218.65999999999997,at_risk
13862,32,11,2456.6400000000003,champions
13863,259,6,984.1800000000001,at_risk
13865,72,4,437.81,need_attention
13866,88,1,145.67,about_to_sleep
13867,45,3,704.7400000000001,potential_loyalists
13868,53,1,428.36999999999995,promising
13869,137,10,6380.29,loyal_customers
13870,16,18,3536.58,champions
13871,37,21,6232.8,loyal_customers
13872,527,5,851.0699999999999,at_risk
13873,134,9,665.45,loyal_customers
13874,372,10,1065.5000000000002,cant_loose
13875,68,14,3998.2000000000007,loyal_customers
13876,78,1,83.8,about_to_sleep
13877,100,5,264.07000000000005,loyal_customers
13878,69,4,1709.94,potential_loyalists
13879,660,1,375.6,hibernating
13880,35,17,4048.07,loyal_customers
13881,32,28,7359.75,champions
13882,17,5,686.3399999999999,champions
13883,15,24,5066.8,champions
13884,21,11,1606.13,champions
13885,203,2,390.20000000000005,hibernating
13886,85,1,218.56000000000003,about_to_sleep
13887,218,1,293.95000000000005,hibernating
13888,134,7,1670.4099999999999,loyal_customers
13889,107,8,1866.7800000000002,loyal_customers
13890,15,20,2752.63,champions
13891,392,3,748.3100000000002,at_risk
13892,41,5,422.6099999999999,loyal_customers
13893,312,1,195.70000000000002,hibernating
13894,36,4,401.9000000000001,potential_loyalists
13895,35,7,3089.7200000000003,loyal_customers
13896,640,1,261.05,hibernating
13897,64,3,1104.93,potential_loyalists
13898,340,2,643.1999999999999,hibernating
13899,30,2,337.52,potential_loyalists
13900,207,6,1244.97,at_risk
13901,86,18,4444.91,loyal_customers
13902,739,2,340.46000000000004,hibernating
13903,414,1,165.45000000000002,hibernating
13904,51,2,332.64000000000004,potential_loyalists
13905,585,3,193.2,at_risk
13907,706,1,136.8,hibernating
13908,94,5,1905.0700000000002,loyal_customers
13909,437,2,182.74999999999997,hibernating
13911,158,21,2974.83,loyal_customers
13912,438,1,124.94999999999999,hibernating
13913,521,1,13.52,hibernating
13914,26,2,604.83,potential_loyalists
13915,408,2,31.200000000000003,hibernating
13916,478,5,945.26,at_risk
13917,64,2,252.14000000000001,potential_loyalists
13918,64,2,565.1,potential_loyalists
13919,67,5,1074.4599999999998,loyal_customers
13920,446,4,1037.3000000000002,at_risk
13921,416,4,539.0500000000001,at_risk
13922,366,4,606.7,at_risk
13923,68,1,317.63000000000005,promising
13924,16,11,1424.18,champions
13925,107,4,411.1,need_attention
13926,37,1,150.10000000000002,promising
13927,89,3,626.6899999999999,need_attention
13928,25,4,306.47,potential_loyalists
13929,183,9,1123.5600000000004,loyal_customers
13930,72,2,337.34,about_to_sleep
13931,100,12,4548.820000000001,loyal_customers
13932,309,1,195.8,hibernating
13933,123,2,576.9899999999999,about_to_sleep
13934,278,1,818.6499999999999,hibernating
13935,611,3,1765.37,at_risk
13936,185,4,882.62,need_attention
13937,183,2,786.9,about_to_sleep
13938,49,1,71.66,promising
13939,37,10,1240.18,loyal_customers
13940,31,4,648.56,potential_loyalists
13941,36,12,3146.44,loyal_customers
13943,592,1,204.04000000000002,hibernating
13944,667,1,192.87,hibernating
13945,409,2,715.75,hibernating
13946,93,6,561.7300000000001,loyal_customers
13947,79,1,90.6,about_to_sleep
13948,375,5,445.36,at_risk
13949,17,6,2119.84,champions
13950,25,4,437.65999999999997,potential_loyalists
13951,190,3,504.09,need_attention
13952,225,15,7392.451,cant_loose
13953,21,2,265.68,potential_loyalists
13954,16,3,280.39,potential_loyalists
13955,168,3,367.21,need_attention
13956,19,5,678.54,champions
13957,432,3,339.65000000000003,at_risk
13958,386,11,2723.51,cant_loose
13959,93,6,867.35,loyal_customers
13960,35,2,230.22,potential_loyalists
13961,399,2,362.59999999999997,hibernating
13962,36,3,245.60000000000002,potential_loyalists
13963,322,18,2265.7,cant_loose
13964,401,2,404.9,hibernating
13965,491,4,446.4,at_risk
13966,449,1,269.90000000000003,hibernating
13967,160,2,101.4,about_to_sleep
13968,437,1,78.3,hibernating
13969,21,38,10409.48,champions
13970,400,2,359.35,hibernating
13971,23,18,4187.16,champions
13972,85,2,174.35000000000005,about_to_sleep
13973,301,1,186.75000000000003,hibernating
13974,63,3,637.6700000000001,potential_loyalists
13975,45,13,4957.51,loyal_customers
13976,221,4,894.8399999999999,at_risk
13977,425,1,257.25,hibernating
13978,29,2,132.53,potential_loyalists
13979,87,11,2984.48,loyal_customers
13980,74,7,609.96,loyal_customers
13981,415,2,256.84000000000003,hibernating
13982,53,13,3031.6800000000003,loyal_customers
13983,54,26,4205.22,loyal_customers
13984,41,11,1226.1200000000001,loyal_customers
13985,18,24,9387.71,champions
13986,31,1,186.06,new_customers
13987,394,2,666.64,hibernating
13988,34,11,3655.0,loyal_customers
13989,80,5,1132.6699999999998,loyal_customers
13990,227,1,292.58,hibernating
13991,26,7,719.59,champions
13992,44,3,203.6,potential_loyalists
13993,57,21,4775.76,loyal_customers
13994,18,6,2013.44,champions
13995,29,18,3551.92,champions
13996,400,2,690.7800000000001,hibernating
13997,533,2,227.51000000000002,hibernating
13998,461,3,399.2,at_risk
13999,24,35,7572.92,champions
14000,220,7,1196.01,at_risk
14001,60,10,2554.36,loyal_customers
14002,148,2,368.6,about_to_sleep
14003,747,1,166.43,hibernating
14004,57,11,4122.0599999999995,loyal_customers
14005,24,5,1242.9,champions
14006,130,7,994.9999999999999,loyal_customers
14007,527,1,42.58,hibernating
14008,389,2,493.74,hibernating
14009,212,4,902.43,at_risk
14010,579,3,288.09999999999997,at_risk
14011,494,3,359.75999999999993,at_risk
14012,292,1,328.8,hibernating
14013,124,6,890.6800000000002,loyal_customers
14014,91,3,932.3099999999998,need_attention
14015,67,1,607.62,promising
14016,176,11,7497.92,loyal_customers
14017,585,1,185.20000000000002,hibernating
14018,659,1,341.95000000000005,hibernating
14019,61,4,981.1100000000001,potential_loyalists
14020,31,5,1039.6200000000001,champions
14021,169,7,1349.87,loyal_customers
14022,239,2,731.9500000000002,hibernating
14023,21,2,540.77,potential_loyalists
14024,136,3,488.49,need_attention
14025,479,10,2096.34,cant_loose
14026,485,2,713.11,hibernating
14027,75,1,104.82000000000002,about_to_sleep
14029,77,2,315.66,about_to_sleep
14030,32,21,5691.85,champions
14031,21,47,19922.850000000002,champions
14032,16,25,3700.73,champions
14034,36,3,346.77000000000004,potential_loyalists
14035,43,11,1657.53,loyal_customers
14036,299,1,451.25,hibernating
14037,190,6,607.0100000000001,loyal_customers
14038,92,8,2753.7799999999997,loyal_customers
14039,47,2,89.56,potential_loyalists
14040,55,40,8634.79,loyal_customers
14041,280,1,141.41,hibernating
14042,739,1,353.28,hibernating
14043,505,3,195.90000000000003,at_risk
14044,41,10,2622.19,loyal_customers
14046,298,1,47.71,hibernating
14047,23,16,2588.7,champions
14048,291,3,648.74,at_risk
14049,31,18,9698.94,champions
14050,46,2,746.3599999999999,potential_loyalists
14051,15,41,16056.66,champions
14052,34,2,338.21000000000004,potential_loyalists
14053,174,3,110.0,need_attention
14054,79,1,92.46,about_to_sleep
14055,120,3,510.89,need_attention
14056,15,29,5823.9,champions
14057,38,20,5674.57,loyal_customers
14058,477,2,426.68999999999994,hibernating
14059,281,1,132.59999999999997,hibernating
14060,19,27,3788.0,champions
14061,738,2,340.1,hibernating
14062,24,22,7889.969999999999,champions
14063,701,2,152.9,hibernating
14064,43,18,2248.26,loyal_customers
14065,403,4,719.27,at_risk
14066,281,1,114.3,hibernating
14067,78,2,275.04,about_to_sleep
14068,334,5,1301.1200000000001,at_risk
14069,529,2,183.10999999999999,hibernating
14070,699,1,191.65,hibernating
14071,18,9,933.03,champions
14072,681,1,237.15,hibernating
14073,35,2,139.54,potential_loyalists
14074,637,1,20.0,hibernating
14075,19,5,1196.8999999999999,champions
14076,143,1,105.52,about_to_sleep
14077,55,6,454.2,loyal_customers
14078,116,9,1431.77,loyal_customers
14079,139,1,147.25,about_to_sleep
14080,47,5,491.89,loyal_customers
14081,281,13,4202.88,cant_loose
14082,379,2,295.01,hibernating
14083,18,9,1102.39,champions
14084,526,1,56.4,hibernating
14085,16,32,8228.870000000003,champions
14087,17,3,694.7199999999998,potential_loyalists
14088,24,14,16774.46,champions
14089,71,1,113.3,promising
14092,22,27,6515.52,champions
14093,26,1,420.8899999999999,new_customers
14094,454,2,256.87000000000006,hibernating
14095,737,1,2.95,hibernating
14096,18,18,36018.24,champions
14097,495,2,367.46,hibernating
14098,51,1,147.34999999999997,promising
14099,30,22,5235.26,champions
14100,152,1,147.20000000000002,about_to_sleep
14101,309,6,519.01,at_risk
14102,19,8,772.3299999999999,champions
14104,180,4,483.09000000000003,need_attention
14105,99,9,4742.049999999999,loyal_customers
14107,66,13,4158.67,loyal_customers
14108,45,5,880.2600000000001,loyal_customers
14109,37,2,80.19999999999999,potential_loyalists
14110,51,33,7913.759999999999,loyal_customers
14111,99,3,59.05,need_attention
14112,37,24,4727.72,loyal_customers
14113,18,22,1970.47,champions
14114,345,6,1012.83,at_risk
14115,516,2,322.07000000000005,hibernating
14116,34,5,1091.04,loyal_customers
14117,158,1,90.0,about_to_sleep
14118,443,1,262.35,hibernating
14119,390,2,117.03999999999999,hibernating
14121,18,5,2340.71,champions
14122,409,4,130.19,at_risk
14123,747,1,423.42999999999995,hibernating
14125,25,3,2396.53,potential_loyalists
14126,25,2,606.4300000000001,potential_loyalists
14127,137,6,1489.3799999999999,loyal_customers
14128,75,4,896.8599999999999,need_attention
14129,16,9,2434.02,champions
14130,333,4,1479.92,at_risk
14131,663,1,187.87000000000003,hibernating
14132,16,12,2708.27,champions
14133,144,6,584.1899999999999,loyal_customers
14134,397,14,4210.13,cant_loose
14135,16,22,3982.45,champions
14136,415,6,1366.3299999999997,at_risk
14137,696,2,110.39999999999999,hibernating
14138,16,2,982.3800000000002,potential_loyalists
14139,60,4,835.0600000000001,potential_loyalists
14140,18,2,898.18,potential_loyalists
14141,17,6,866.28,champions
14142,387,4,886.9800000000001,at_risk
14143,148,1,64.8,about_to_sleep
14144,500,1,30.599999999999998,hibernating
14146,23,13,6467.67,champions
14147,63,8,483.29999999999995,loyal_customers
14148,248,2,211.29,hibernating
14149,227,3,278.39,at_risk
14150,50,2,584.74,potential_loyalists
14151,687,2,615.0,hibernating
14152,89,9,1830.0,loyal_customers
14153,497,1,233.39999999999998,hibernating
14154,253,7,4224.44,at_risk
14155,280,1,118.75,hibernating
14156,24,131,51950.25,champions
14157,34,6,923.22,loyal_customers
14158,54,1,397.38,promising
14159,34,24,7251.93,loyal_customers
14160,624,6,2121.67,at_risk
14161,230,7,2854.88,at_risk
14162,188,2,198.11,about_to_sleep
14163,101,5,1200.3200000000002,loyal_customers
14164,95,1,374.4,about_to_sleep
14165,290,1,84.29,hibernating
14166,519,2,226.99999999999997,hibernating
14167,53,8,1169.14,loyal_customers
14168,435,3,305.9,at_risk
14169,445,2,444.83,hibernating
14170,389,3,493.9800000000001,at_risk
14171,112,2,341.73999999999995,about_to_sleep
14172,619,3,212.57000000000002,at_risk
14173,25,7,256.84999999999997,champions
14174,47,1,124.51,promising
14175,65,16,4765.960000000001,loyal_customers
14176,311,6,833.51,at_risk
14177,99,12,1401.9,loyal_customers
14178,23,7,1467.16,champions
14179,55,2,566.88,potential_loyalists
14180,25,34,2130.5499999999997,champions
14181,425,2,297.80000000000007,hibernating
14182,458,5,444.02,at_risk
14183,425,2,218.68999999999997,hibernating
14184,81,1,245.59000000000003,about_to_sleep
14185,345,1,12.75,hibernating
14186,441,5,1460.99,at_risk
14187,488,1,94.85,hibernating
14188,23,10,1728.41,champions
14189,16,24,4479.47,champions
14191,16,15,4381.25,champions
14192,402,1,293.74,hibernating
14193,82,3,1078.0500000000002,need_attention
14194,19,53,15189.27,champions
14196,121,1,73.72,about_to_sleep
14197,425,1,310.7,hibernating
14198,18,13,1039.5800000000002,champions
14199,232,4,387.59999999999997,at_risk
14200,631,1,325.3,hibernating
14201,74,12,842.59,loyal_customers
14202,395,3,410.10999999999996,at_risk
14203,411,1,139.6,hibernating
14204,16,4,848.06,potential_loyalists
14205,31,11,1176.48,champions
14206,253,3,1004.61,at_risk
14207,702,1,157.8,hibernating
14208,109,2,417.04,about_to_sleep
14209,25,17,3162.58,champions
14210,105,20,4972.88,loyal_customers
14211,67,24,3541.84,loyal_customers
14212,460,1,136.0,hibernating
14214,45,7,933.9900000000001,loyal_customers
14215,26,10,2851.3200000000006,champions
14216,17,6,1281.6,champions
14217,16,28,2091.6699999999996,champions
14218,57,1,169.48000000000002,promising
14219,18,3,494.28000000000003,potential_loyalists
14220,261,4,1008.92,at_risk
14221,56,19,5468.68,loyal_customers
14222,191,1,576.5,about_to_sleep
14223,106,3,736.5600000000002,need_attention
14224,124,9,1154.14,loyal_customers
14225,449,5,1517.4199999999998,at_risk
14226,44,8,1824.8899999999999,loyal_customers
14227,40,20,5589.92,loyal_customers
14228,452,3,646.8,at_risk
14229,66,10,1349.29,loyal_customers
14230,450,3,515.8,at_risk
14231,198,5,1079.42,loyal_customers
14232,46,8,1626.5199999999998,loyal_customers
14233,58,10,1943.7600000000002,loyal_customers
14234,36,4,720.76,potential_loyalists
14235,24,10,2451.11,champions
14236,95,6,917.77,loyal_customers
14237,387,3,349.29999999999995,at_risk
14238,340,3,190.2,at_risk
14239,57,24,3687.12,loyal_customers
14240,44,3,1083.3400000000001,potential_loyalists
14241,198,1,213.70000000000005,about_to_sleep
14242,249,2,219.25,hibernating
14243,23,23,6158.03,champions
14244,673,2,233.85999999999999,hibernating
14245,190,5,1500.7300000000002,loyal_customers
14246,125,3,1293.0000000000002,need_attention
14247,292,6,538.8699999999999,at_risk
14248,332,3,670.3100000000001,at_risk
14249,425,12,3952.161,cant_loose
14250,21,3,1823.1299999999999,potential_loyalists
14251,16,5,1796.8200000000002,champions
14252,395,1,130.99,hibernating
14253,507,2,298.95000000000005,hibernating
14254,447,1,553.3299999999999,hibernating
14256,274,7,1902.99,at_risk
14257,65,10,4865.780000000001,loyal_customers
14258,23,27,8906.96,champions
14259,156,1,104.1,about_to_sleep
14260,485,3,698.2000000000002,at_risk
14261,93,1,633.79,about_to_sleep
14262,22,8,2337.1099999999997,champions
14263,437,1,322.93,hibernating
14264,169,8,911.9599999999998,loyal_customers
14265,123,4,966.68,need_attention
14266,442,1,40.56,hibernating
14267,165,6,789.74,loyal_customers
14268,485,1,338.95,hibernating
14269,449,2,166.18,hibernating
14270,346,1,341.65,hibernating
14271,240,2,199.23,hibernating
14272,88,4,754.6200000000001,need_attention
14273,65,4,559.97,potential_loyalists
14274,700,1,256.6,hibernating
14275,410,5,237.98,at_risk
14276,102,13,1909.27,loyal_customers
14277,29,10,2998.9700000000007,champions
14278,424,1,154.83,hibernating
14279,535,2,191.86,hibernating
14280,211,1,92.64,hibernating
14281,422,1,103.65,hibernating
14282,17,25,3886.1800000000003,champions
14283,477,4,558.6400000000001,at_risk
14284,45,4,1067.1,potential_loyalists
14285,35,8,1190.5900000000004,loyal_customers
14286,38,11,6897.55,loyal_customers
14287,22,3,154.35,potential_loyalists
14288,227,1,306.0,hibernating
14289,23,6,508.06,champions
14290,25,12,3095.4300000000003,champions
14291,16,22,6491.05,champions
14292,22,22,2979.1100000000006,champions
14293,17,9,2619.5299999999997,champions
14294,421,1,358.34,hibernating
14295,54,6,1644.61,loyal_customers
14296,435,2,372.04999999999995,hibernating
14297,32,6,1081.58,champions
14298,22,72,44709.53,champions
14299,22,30,4958.05,champions
14300,33,1,43.2,promising
14301,122,6,731.59,loyal_customers
14302,445,3,545.5000000000001,at_risk
14303,421,2,277.93999999999994,hibernating
14304,237,5,1177.6,at_risk
14305,85,5,1755.96,loyal_customers
14306,65,4,815.39,potential_loyalists
14307,103,10,4451.89,loyal_customers
14309,22,12,2770.0199999999995,champions
14310,447,1,492.1,hibernating
14311,239,3,372.21000000000004,at_risk
14312,61,11,2351.75,loyal_customers
14314,121,3,195.38,need_attention
14315,35,10,2527.02,loyal_customers
14316,436,6,261.53999999999996,at_risk
14317,79,1,375.5799999999999,about_to_sleep
14318,474,1,144.10000000000002,hibernating
14319,438,1,473.85,hibernating
14320,221,6,936.02,at_risk
14321,25,8,1702.68,champions
14322,441,5,253.34999999999997,at_risk
14323,129,4,486.86000000000007,need_attention
14324,424,2,622.11,hibernating
14325,584,1,198.07999999999996,hibernating
14326,249,4,768.86,at_risk
14327,177,6,1818.1699999999998,loyal_customers
14329,23,25,7821.280000000001,champions
14330,638,1,200.63,hibernating
14331,138,2,395.76,about_to_sleep
14332,37,5,1531.85,loyal_customers
14333,78,2,151.95,about_to_sleep
14334,31,12,3232.6,champions
14335,30,2,422.59999999999997,potential_loyalists
14336,31,4,1281.1100000000001,potential_loyalists
14338,172,4,703.75,need_attention
14339,249,5,450.86,at_risk
14340,233,1,134.7,hibernating
14341,59,18,3958.0699999999997,loyal_customers
14342,35,8,375.5299999999999,loyal_customers
14343,435,4,1013.7100000000002,at_risk
14344,141,19,2522.85,loyal_customers
14345,53,1,108.97999999999999,promising
14346,135,5,1707.8500000000001,loyal_customers
14347,751,1,66.7,hibernating
14348,274,1,297.87,hibernating
14349,24,1,125.00000000000001,new_customers
14350,285,4,768.29,at_risk
14351,179,1,51.0,about_to_sleep
14352,171,4,821.76,need_attention
14353,229,3,356.6,at_risk
14354,20,2,126.17999999999999,potential_loyalists
14355,380,3,966.7500000000001,at_risk
14356,74,4,456.59000000000003,need_attention
14357,57,1,215.82,promising
14358,403,2,400.05999999999995,hibernating
14359,33,6,769.48,loyal_customers
14360,46,4,1732.8300000000002,potential_loyalists
14361,593,1,162.27999999999997,hibernating
14362,36,1,148.45,promising
14363,416,2,214.72,hibernating
14364,123,8,1022.95,loyal_customers
14365,409,2,594.88,hibernating
14367,22,19,7175.69,champions
14368,334,1,105.2,hibernating
14369,656,2,433.33,hibernating
14370,498,7,513.0799999999999,at_risk
14371,309,1,100.5,hibernating
14372,457,2,469.4799999999999,hibernating
14373,372,1,10.2,hibernating
14374,555,1,29.400000000000002,hibernating
14375,199,3,801.99,need_attention
14376,697,1,215.46,hibernating
14377,205,2,155.25,hibernating
14378,636,1,118.5,hibernating
14379,58,4,937.3600000000001,potential_loyalists
14381,66,2,631.3399999999999,potential_loyalists
14382,40,3,999.1700000000001,potential_loyalists
14383,52,3,903.67,potential_loyalists
14384,515,1,58.5,hibernating
14385,23,3,202.10999999999999,potential_loyalists
14386,311,1,93.60000000000001,hibernating
14387,47,3,1456.2100000000003,potential_loyalists
14388,23,20,5880.710000000001,champions
14389,23,11,1399.6000000000001,champions
14390,24,17,4769.83,champions
14391,591,1,135.60000000000002,hibernating
14392,446,1,206.7,hibernating
14393,232,1,67.94999999999999,hibernating
14394,579,1,76.8,hibernating
14395,16,20,6993.210000000001,champions
14396,79,7,1815.3300000000002,loyal_customers
14397,15,20,938.54,champions
14398,415,2,574.9399999999999,hibernating
14399,408,9,1409.6100000000001,at_risk
14400,155,5,992.54,loyal_customers
14401,18,24,4828.98,champions
14402,666,1,105.60000000000001,hibernating
14403,231,5,359.1,at_risk
14404,48,15,1924.7900000000002,loyal_customers
14406,133,1,106.25,about_to_sleep
14407,121,5,981.53,loyal_customers
14408,25,8,2055.7300000000005,champions
14409,85,7,2007.92,loyal_customers
14410,30,17,1839.9,champions
14411,325,1,539.4,hibernating
14412,49,4,1128.19,potential_loyalists
14413,376,3,384.22,at_risk
14414,106,9,1584.97,loyal_customers
14415,15,32,10299.380000000001,champions
14416,36,2,189.50000000000003,potential_loyalists
14417,402,1,457.1400000000001,hibernating
14418,18,3,1517.64,potential_loyalists
14419,25,7,1235.0600000000002,champions
14420,99,7,1279.6499999999996,loyal_customers
14421,71,6,1924.3000000000002,loyal_customers
14422,15,21,8551.96,champions
14423,232,3,160.39999999999998,at_risk
14425,441,5,608.05,at_risk
14426,33,22,8236.95,loyal_customers
14427,64,4,799.22,potential_loyalists
14428,21,7,770.1200000000001,champions
14429,418,1,482.28,hibernating
14430,526,4,832.1000000000001,at_risk
14431,313,5,1563.71,at_risk
14432,24,6,2022.3899999999999,champions
14433,480,1,244.75,hibernating
14434,36,6,964.8,loyal_customers
14436,113,2,106.56,about_to_sleep
14437,380,6,811.7600000000001,at_risk
14438,320,1,131.9,hibernating
14439,334,5,5619.0199999999995,at_risk
14440,22,13,4171.88,champions
14441,15,10,2775.59,champions
14442,16,9,1948.72,champions
14443,68,8,2194.01,loyal_customers
14444,470,1,90.55999999999999,hibernating
14445,470,1,221.64999999999998,hibernating
14446,15,5,1088.38,champions
14447,33,6,1658.93,loyal_customers
14448,23,2,127.80000000000001,potential_loyalists
14449,33,8,2287.5199999999995,loyal_customers
14450,195,7,1128.4400000000003,loyal_customers
14451,74,17,3020.67,loyal_customers
14452,25,4,539.8399999999999,potential_loyalists
14453,204,1,109.98,hibernating
14454,390,6,772.2,at_risk
14455,446,5,514.6700000000001,at_risk
14456,19,14,2680.91,champions
14457,325,1,68.64,hibernating
14458,395,1,180.6,hibernating
14459,169,2,3214.701,about_to_sleep
14460,124,10,532.24,loyal_customers
14461,162,12,5039.43,loyal_customers
14462,78,16,1786.8500000000001,loyal_customers
14463,219,2,121.35,hibernating
14464,582,1,51.0,hibernating
14465,261,11,2569.1200000000003,cant_loose
14466,43,13,3239.65,loyal_customers
14467,32,12,2125.14,champions
14468,748,1,86.65,hibernating
14469,430,4,1574.7500000000002,at_risk
14470,26,3,482.39000000000004,potential_loyalists
14471,605,2,390.3,hibernating
14472,118,9,1780.7,loyal_customers
14473,88,1,95.28,about_to_sleep
14474,60,2,862.53,potential_loyalists
14475,86,6,901.68,loyal_customers
14476,271,1,205.75,hibernating
14477,65,4,74.21000000000001,potential_loyalists
14478,396,4,808.3000000000001,at_risk
14479,268,4,1126.1100000000001,at_risk
14480,25,5,1248.5699999999997,champions
14481,179,5,1843.73,loyal_customers
14482,32,10,1703.18,champions
14483,164,3,249.20000000000002,need_attention
14484,64,4,974.44,potential_loyalists
14485,53,1,147.3,promising
14486,526,2,175.5,hibernating
14487,41,7,1140.71,loyal_customers
14488,65,2,697.8299999999999,potential_loyalists
14489,221,4,1444.5500000000002,at_risk
14490,420,2,1180.79,hibernating
14491,189,2,300.47999999999996,about_to_sleep
14492,444,7,1299.17,at_risk
14493,21,12,4156.67,champions
14494,40,2,287.15999999999997,potential_loyalists
14495,65,2,123.79999999999998,potential_loyalists
14496,326,10,1560.1499999999999,cant_loose
14497,323,2,524.3100000000001,hibernating
14498,57,10,2867.45,loyal_customers
14499,40,10,2050.27,loyal_customers
14500,102,2,218.10000000000002,about_to_sleep
14501,198,2,251.21,about_to_sleep
14502,34,11,1884.1699999999998,loyal_customers
14503,17,6,2664.66,champions
14504,61,4,507.21,potential_loyalists
14505,31,24,10140.670000000002,champions
14506,31,7,2213.7200000000003,champions
14507,54,13,2543.79,loyal_customers
14508,36,5,672.24,loyal_customers
14509,548,1,101.0,hibernating
14510,390,4,689.8199999999999,at_risk
14511,25,6,1126.01,champions
14512,202,7,1000.24,at_risk
14513,221,4,417.95,at_risk
14514,75,10,3971.9800000000005,loyal_customers
14515,32,14,2460.5099999999993,champions
14516,530,1,155.42000000000002,hibernating
14517,47,2,192.55000000000004,potential_loyalists
14518,78,1,112.44,about_to_sleep
14519,698,2,206.09,hibernating
14520,16,1,10.2,new_customers
14521,491,2,141.04000000000002,hibernating
14522,86,7,884.0600000000001,loyal_customers
14523,122,1,160.91000000000003,about_to_sleep
14524,46,13,2393.8,loyal_customers
14525,23,21,4238.05,champions
14526,403,1,246.50000000000003,hibernating
14527,17,131,15444.1,champions
14528,51,1,234.84,promising
14529,74,3,584.3899999999999,need_attention
14530,40,18,4172.360000000001,loyal_customers
14531,494,1,348.39,hibernating
14532,250,10,2392.38,cant_loose
14533,39,10,1050.25,loyal_customers
14534,17,31,4590.92,champions
14535,73,11,5015.87,loyal_customers
14536,274,1,76.85000000000001,hibernating
14537,72,3,578.7500000000001,need_attention
14538,79,5,597.4900000000001,loyal_customers
14539,30,2,500.31999999999994,potential_loyalists
14540,24,12,3070.91,champions
14541,73,14,2348.78,loyal_customers
14542,200,1,103.25000000000001,hibernating
14543,18,41,3429.08,champions
14544,38,3,1858.7700000000004,potential_loyalists
14545,688,1,349.25,hibernating
14546,18,19,4638.7300000000005,champions
14547,18,9,3327.75,champions
14548,585,6,734.9900000000001,at_risk
14549,325,4,790.64,at_risk
14550,25,4,1115.66,potential_loyalists
14551,32,9,574.74,champions
14552,166,3,495.37999999999994,need_attention
14553,33,9,1259.84,loyal_customers
14554,24,4,1946.8299999999997,potential_loyalists
14555,71,7,1819.6500000000003,loyal_customers
14556,610,3,748.1399999999999,at_risk
14557,78,2,242.44000000000005,about_to_sleep
14558,668,2,90.0,hibernating
14560,31,30,1819.3400000000001,champions
14561,90,3,957.3700000000001,need_attention
14562,18,30,5284.700000000001,champions
14563,524,2,308.34999999999997,hibernating
14564,449,3,1736.32,at_risk
14565,110,7,3245.41,loyal_customers
14567,49,3,1252.06,potential_loyalists
14568,438,2,828.4000000000001,hibernating
14569,15,4,254.48,potential_loyalists
14570,295,3,349.45,at_risk
14571,439,1,113.35000000000001,hibernating
14572,17,12,4344.76,champions
14573,194,15,1380.0100000000002,loyal_customers
14574,747,1,118.2,hibernating
14575,502,1,421.0099999999999,hibernating
14576,386,1,70.80000000000001,hibernating
14577,27,7,1320.6100000000001,champions
14578,17,1,111.51,new_customers
14579,446,1,89.66,hibernating
14580,532,1,14.850000000000001,hibernating
14581,31,2,285.77,potential_loyalists
14582,55,1,94.21000000000001,promising
14583,20,8,1525.77,champions
14584,183,9,1498.96,loyal_customers
14585,64,5,692.42,loyal_customers
14586,291,1,202.44000000000003,hibernating
14587,33,10,1276.28,loyal_customers
14588,592,1,122.63999999999999,hibernating
14590,439,26,2379.13,cant_loose
14591,29,4,971.1400000000001,potential_loyalists
14592,49,3,528.81,potential_loyalists
14593,36,17,2766.13,loyal_customers
14594,21,2,487.42999999999995,potential_loyalists
14595,34,8,1948.81,loyal_customers
14596,641,1,189.52,hibernating
14597,25,5,788.72,champions
14598,58,3,237.41,potential_loyalists
14599,404,2,458.09000000000003,hibernating
14600,320,2,684.8100000000001,hibernating
14601,25,1,123.96000000000002,new_customers
14602,670,1,192.61,hibernating
14604,647,1,94.76,hibernating
14605,388,4,618.96,at_risk
14606,15,245,22004.21,champions
14607,33,11,3112.56,loyal_customers
14608,18,8,1758.85,champions
14610,410,2,24.35,hibernating
14611,453,3,489.20000000000005,at_risk
14612,429,1,322.90000000000003,hibernating
14614,400,1,295.13,hibernating
14615,408,6,780.9100000000002,at_risk
14616,299,2,89.28,hibernating
14617,417,2,136.39000000000001,hibernating
14618,23,8,815.35,champions
14619,253,3,975.1099999999999,at_risk
14620,218,3,311.67999999999995,at_risk
14621,15,16,2468.08,champions
14622,199,1,288.78,about_to_sleep
14623,46,11,1553.93,loyal_customers
